	kingdom	phylum	class	order	family	genus	species
G000192965	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G000192985	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G000193005	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G000193025	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G000193045	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G000193085	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G000193225	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae	Verminephrobacter	
G000193375	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	
G000193395	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	
G000193435	Bacteria	Firmicutes_2	Clostridia_5	Thermoanaerobacterales_1	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	
G000194135	Bacteria	Proteobacteria_2	Deltaproteobacteria_6	Desulfurellales	Desulfurellaceae	Hippea	
G000194155	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales_3	Pseudonocardiaceae_3	Saccharopolyspora	
G000194605	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	
G000194625	Archaea	Euryarchaeota_1	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_1	
G000194925	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae	Neisseria	
G000194985	Bacteria	Firmicutes_4	Negativicutes	Veillonellales	Veillonellaceae	Dialister	
G000195085	Bacteria	Proteobacteria_1	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	
G000195185	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula baltica
G000195205	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Oxalobacteraceae		
G000195275	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	
G000195295	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Syntrophobacterales_2	Syntrophaceae_2	Desulfobacca	
G000195315	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae		
G000195335	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae		
G000195375	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus
G000195635	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Bacteroidaceae	Bacteroides	
G000195715	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Alcaligenaceae	Bordetella	
G000195735	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	
G000195755	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio_3	Desulfovibrio vulgaris
G000195775	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris
G000195835	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
G000195855	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
G000195895	Archaea	Euryarchaeota_1	Methanomicrobia	Methanosarcinales_1	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri
G000195915	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	
G000195935	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	
G000195975	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae	Prochlorococcus	
G000195995	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae_1		
G000196015	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae	Cupriavidus	
G000196035	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_4	Listeriaceae	Listeria	Listeria monocytogenes
G000196095	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
G000196115	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula baltica
G000196135	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
G000196175	Bacteria	Proteobacteria_4	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus
G000196235	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae		
G000196255	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	
G000196275	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
G000196295	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae	Neisseria	
G000196315	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
G000196355	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1	Nitrosomonadaceae	Nitrosospira	
G000196395	Bacteria	Proteobacteria_1	Gammaproteobacteria	Aeromonadales_2	Aeromonadaceae	Aeromonas	
G000196435	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Bartonellaceae	Bartonella	Bartonella tribocorum
G000196455	Bacteria	Firmicutes_2	Clostridia_4	Eubacteriales_3	Peptostreptococcaceae		
G000196495	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	
G000196515	Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae	Cylindrospermopsis	
G000196535	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii
G000196615	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Erwiniaceae_1	Erwinia	
G000196655	Archaea	Euryarchaeota_1	Methanomicrobia	Methanosarcinales_1	Methanosarcinaceae		
G000196675	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales_2	Pseudonocardiaceae_2	Pseudonocardia	
G000196695	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Rhodococcus	
G000196735	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_1	
G000196815	Bacteria	Nitrospirae_1	Nitrospira_1	Nitrospirales_1	Nitrospiraceae_1	Nitrospira	
G000196835	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales_1	Pseudonocardiaceae_1	Amycolatopsis	
G000196855	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Leuconostoc	
G000196875	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Halomonadaceae	Halomonas	
G000196895	Archaea	Euryarchaeota_1	Halobacteria	Halobacteriales_3	Halobacteriaceae_2		
G000197735	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae	Glutamicibacter	
G000198515	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_2	Alcanivoracaceae		
G000198775	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae		
G000199675	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	
G000200595	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
G000200715	Archaea	Thaumarchaeota		Nitrosopumilales			
G000202635	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Microbacterium	Microbacterium testaceum
G000202835	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	
G000203835	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
G000203855	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum
G000203895	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	
G000204015	Bacteria	Proteobacteria_1	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	
G000204035	Bacteria	Proteobacteria_1	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
G000204075	Bacteria	Cyanobacteria		Nostocales	Nostocaceae_1	Nostoc	
G000204135	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pecorum
G000204155	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae		
G000204175	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
G000204195	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
G000204235	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	
G000204255	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
G000204315	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Halieaceae		
G000204415	Archaea	Euryarchaeota_1	Methanomicrobia	Methanosarcinales_1	Methanotrichaceae	Methanothrix	
G000204565	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	Clostridium botulinum
G000204585	Archaea	Thaumarchaeota		Nitrosopumilales	Nitrosopumilaceae	Nitrosarchaeum	Candidatus Nitrosarchaeum limnium
G000204605	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
G000204645	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
G000204925	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	
G000205025	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Sutterellaceae	Parasutterella	
G000205165	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_2	Paraprevotella	
G000208385	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	
G000208405	Bacteria	Firmicutes_4	Negativicutes	Selenomonadales	Selenomonadaceae		
G000209385	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
G000209465	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Lachnoanaerobaculum	
G000209515	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae		
G000209655	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Alcaligenaceae	Pusillimonas (ex Stolz et al. 2005)	
G000209675	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium anatis
G000209815	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Pseudobutyrivibrio	
G000210055	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae		
G000210095	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1	Ruminococcus	
G000210375	Bacteria	Cyanobacteria		Oscillatoriales_1	Microcoleaceae	Arthrospira	Arthrospira platensis
G000210575	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_2	Rikenellaceae	Alistipes	
G000210615	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1	Faecalitalea	Faecalitalea cylindroides
G000210715	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae		
G000210915	Bacteria	Proteobacteria_4	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae		
G000211155	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
G000211475	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	
G000211835	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
G000211855	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	
G000212335	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Alteromonadaceae_1	Paraglaciecola	
G000212375	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae
G000212395	Bacteria	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae		
G000212415	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	
G000212675	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae		
G000212695	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_3	Cellulomonadaceae	Cellulomonas	
G000212735	Bacteria	Bacteroidetes_1	Saprospiria	Saprospirales	Haliscomenobacteraceae		
G000212915	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Bacteroidaceae		
G000213055	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
G000213215	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	
G000213255	Bacteria	Firmicutes_2	Clostridia_5	Thermoanaerobacterales_1			
G000213295	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
G000213335	Bacteria						
G000213355	Bacteria						
G000213555	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Dysgonomonadaceae	Dysgonomonas	
G000213575	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Dysgonomonadaceae	Dysgonomonas	
G000213595	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Thermoactinomycetaceae		
G000213805	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
G000213825	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
G000213935	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
G000213975	Bacteria	Firmicutes_4	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas_2	
G000214035	Bacteria	Proteobacteria_1	Betaproteobacteria_6	Nitrosomonadales_2	Sterolibacteriaceae	Methyloversatilis	
G000214075	Bacteria	Cyanobacteria		Oscillatoriales_1	Microcoleaceae		
G000214095	Bacteria	Proteobacteria_1	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrivorans
G000214155	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacter	
G000214175	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales			
G000214215	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Oceanospirillaceae_1	Marinomonas	
G000214335	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_1	Rhizorhabdus	
G000214355	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	
G000214375	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema primitia
G000214415	Archaea	Euryarchaeota_2	Methanococci	Methanococcales	Methanocaldococcaceae_2	Methanotorris	
G000214435	Bacteria	Firmicutes_4	Clostridia_3	Eubacteriales_5	Peptococcaceae_3	Desulfotomaculum	
G000214595	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_4	Piscirickettsiaceae_3	Methylophaga	
G000214665	Bacteria	Proteobacteria_1	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	
G000214725	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
G000214785	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	
G000214825	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_2	Piscirickettsiaceae_2	Thiomicrospira	
G000215085	Bacteria	Firmicutes_4	Clostridia_3	Eubacteriales_5	Peptococcaceae_3	Desulfotomaculum	
G000215105	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_3	Promicromonosporaceae		
G000215485	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
G000215505	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
G000215525	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
G000215565	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
G000215605	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
G000215705	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae	Ramlibacter	
G000215745	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae_1	Klebsiella	
G000215955	Bacteria	Proteobacteria_1	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	
G000215975	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	
G000215995	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	
G000217175	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans
G000217275	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans
G000217635	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Erwiniaceae_2	Buchnera	Buchnera aphidicola
G000217675	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae		
G000217715	Archaea	Euryarchaeota_1	Halobacteria	Natrialbales	Natrialbaceae		
G000217795	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfatator	
G000217815	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	
G000217995	Archaea	Euryarchaeota_1	Methanomicrobia	Methanosarcinales_1	Methanosarcinaceae		
G000218235	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	
G000218545	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_3	Cellulomonadaceae	Cellulomonas	
G000218565	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Bradyrhizobiaceae	Afipia	
G000218625	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae		
G000218745	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
G000218765	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Bacillaceae_7	Caldalkalibacillus	
G000218785	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Idiomarinaceae		
G000218875	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas mobilis
G000218895	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cytophagaceae_1	Runella	
G000219045	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Francisellaceae	Francisella	
G000219105	Bacteria	Proteobacteria_4	Deltaproteobacteria_4	Myxococcales	Myxococcaceae	Myxococcus	
G000219125	Bacteria	Firmicutes_4	Negativicutes	Selenomonadales	Sporomusaceae		
G000219175	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae		
G000219255	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	Clostridium botulinum
G000219275	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	
G000219355	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Candidatus Midichloriaceae		
G000219535	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Brevibacillus	Brevibacillus laterosporus
G000219585	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1	Nitrosomonadaceae	Nitrosomonas	
G000219605	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri
G000219725	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	
G000219785	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Leuconostoc	
G000219805	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Weissella	
G000220155	Bacteria	Bacteroidetes_1	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Anaerophaga	
G000220175	Archaea	Thaumarchaeota		Nitrosopumilales	Nitrosopumilaceae	Nitrosarchaeum	
G000220235	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	
G000220255	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	
G000220335	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae	Sporosarcina	
G000220505	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	
G000220525	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
G000220545	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Oceanospirillaceae_1	Marinobacterium	
G000220565	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
G000220585	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
G000220625	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
G000220645	Archaea	Euryarchaeota_2	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis
G000220835	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae		
G000220985	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae	Nesterenkonia	
G000221145	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	
G000221185	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_1	
G000221545	Bacteria	Firmicutes_4	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	
G000221565	Bacteria	Firmicutes_2	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
G000221605	Bacteria	Firmicutes_4	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	
