Taxon	Count	Consistency
s__Massilia sp. NR 4-1	1	1.000
s__Leuconostoc fallax	1	1.000
s__Phaeobacter sp. 11ANDIMAR09	1	1.000
s__Nitratireductor aquibiodomus	1	1.000
s__Prevotella albensis	1	1.000
s__Paeniclostridium sordellii	1	1.000
s__Candidatus Colwellbacteria bacterium RIFCSPHIGHO2_02_FULL_45_17	1	1.000
s__Cloacimonetes bacterium JGI 0000014-D06	1	1.000
s__Inquilinus limosus	1	1.000
s__Candidatus Colwellbacteria bacterium GWA2_46_10	1	1.000
s__Methylotenera versatilis	2	0.500
s__Ehrlichia muris	1	1.000
s__Prevotella sp. CAG:1124	1	1.000
s__Candidatus Magasanikbacteria bacterium RIFCSPLOWO2_02_FULL_44_11	1	1.000
s__Thiomonas arsenitoxydans	1	1.000
s__Sphingomonas-like bacterium B12	1	1.000
s__Candidatus Amesbacteria bacterium GW2011_GWB1_48_13	1	1.000
s__Hydrogenovibrio sp. MA2-6	1	1.000
s__Caldicoprobacter oshimai	1	1.000
s__Streptomyces scabiei	1	1.000
s__Cellulomonas flavigena	2	0.500
s__Prevotella bergensis	1	1.000
s__Morococcus cerebrosus	1	1.000
s__Pseudomonas saudiphocaensis	1	1.000
s__Chloroflexi bacterium RBG_13_52_12	1	1.000
s__Chloroflexi bacterium RBG_13_52_14	1	1.000
s__Marine Group III euryarchaeote CG-Bathy1	1	1.000
s__Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_01_FULL_38_19	1	1.000
s__Kosakonia sacchari	1	1.000
s__Candidatus Methanomethylophilus sp. 1R26	1	1.000
s__Pandoraea pnomenusa	1	1.000
s__Sphingobacterium sp. 21	1	1.000
s__Pelagibacteraceae bacterium ETNP-OMZ-SAG-D9	1	1.000
s__Desulfotomaculum reducens	1	1.000
s__Obesumbacterium proteus	1	1.000
s__Candidatus Woesebacteria bacterium GW2011_GWD1_31_12	1	1.000
s__Amantichitinum ursilacus	1	1.000
s__Robertmurraya massiliosenegalensis	1	1.000
s__[Bacteroides] pectinophilus	1	1.000
s__Candidatus Jorgensenbacteria bacterium RIFCSPLOWO2_02_FULL_45_12	1	1.000
s__Bartonella ancashensis	1	1.000
s__Aminicenantes bacterium SCGC AAA255-E10	1	1.000
s__Candidatus Methanoplasma termitum	1	1.000
s__gamma proteobacterium HTCC5015	1	1.000
s__Helicobacter ailurogastricus	1	1.000
s__Chloroflexi bacterium RBG_13_50_10	1	1.000
s__Candidatus Pacebacteria bacterium RIFOXYB1_FULL_44_10	1	1.000
s__Thermus oshimai	1	1.000
s__Candidatus Protochlamydia naegleriophila	1	1.000
s__Firmicutes bacterium ZOR0006	1	1.000
s__Coxiella burnetii	2	1.000
s__Raphidiopsis brookii	1	1.000
s__Candidatus Colwellbacteria bacterium RIFCSPHIGHO2_02_FULL_43_15	1	1.000
s__Paludisphaera borealis	1	1.000
s__Clostridiales bacterium SIT11	1	1.000
s__Methylophaga lonarensis	1	1.000
s__Halorubrum halophilum	1	1.000
s__Imtechella halotolerans	1	1.000
s__Synechococcus sp. BL107	1	1.000
s__Laceyella sacchari	1	1.000
s__Sediminibacterium salmoneum	1	1.000
s__Streptomyces humi	1	1.000
s__Elusimicrobia bacterium GWF2_52_66	1	1.000
s__Caloramator australicus	1	1.000
s__Pseudomonas knackmussii	1	1.000
s__Leuconostoc gelidum	1	1.000
s__Cellvibrionales bacterium GSC11	1	1.000
s__Neisseria lactamica	1	1.000
s__Hapalosiphon sp. MRB220	1	1.000
s__Pontibacillus litoralis	1	1.000
s__Actinocatenispora sera	1	1.000
s__Prevotella micans	1	1.000
s__Aliicoccus persicus	1	1.000
s__Butyrivibrio sp. WCD3002	1	1.000
s__Haloparvum sedimenti	1	1.000
s__Arthrobacter sp. Leaf141	1	1.000
s__Nocardioides sp. Root190	1	1.000
s__Arcanobacterium sp. S3PF19	1	1.000
s__Firmicutes bacterium GWF2_51_9	1	1.000
s__Peptoclostridium litorale	1	1.000
s__Candidatus Portnoybacteria bacterium RBG_13_41_18	1	1.000
s__Chlamydiae bacterium RIFCSPLOWO2_12_FULL_49_12	1	1.000
s__Bacillus zhangzhouensis	1	1.000
s__Orrella dioscoreae	1	1.000
s__Candidatus Curtissbacteria bacterium GW2011_GWD1_40_8	1	1.000
s__Thermococcus litoralis	1	1.000
s__Proteiniphilum sp. EBM-41	1	1.000
s__Streptomyces viridochromogenes	1	1.000
s__Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_50_9	1	1.000
s__Chondromyces apiculatus	1	1.000
s__Phycisphaerae bacterium SM1_79	1	1.000
s__Paraglaciecola chathamensis	1	1.000
s__Thiohalorhabdus denitrificans	1	1.000
s__Candidatus Amesbacteria bacterium GW2011_GWA1_47_20	1	1.000
s__[Ruminococcus] torques	1	1.000
s__Candidatus Peregrinibacteria bacterium GW2011_GWF2_43_17	1	1.000
s__Limosilactobacillus equigenerosi	1	1.000
s__Aminobacterium colombiense	1	1.000
s__Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_47_18	1	1.000
s__Aliiroseovarius crassostreae	1	1.000
s__Rufibacter roseus	1	1.000
s__Rhodococcus sp. HA99	1	1.000
s__Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_55_79	1	1.000
s__Candidatus Peregrinibacteria bacterium RIFOXYA2_FULL_33_21	1	1.000
s__Candidatus Moranbacteria bacterium RIFOXYB1_FULL_43_19	1	1.000
s__Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_01_FULL_50_8	1	1.000
s__Vulcanisaeta thermophila	1	1.000
s__Candidatus Amesbacteria bacterium RIFCSPLOWO2_02_FULL_48_11	1	1.000
s__Microbacterium hominis	1	1.000
s__Candidatus Spechtbacteria bacterium RIFCSPHIGHO2_01_FULL_38_11	1	1.000
s__Thermococcus barophilus	2	1.000
s__Thermococcus chitonophagus	1	1.000
s__Sulfurimonas sp. RIFOXYB2_FULL_37_5	1	1.000
s__Dehalococcoides sp. UCH007	1	1.000
s__Halorubrum aidingense	1	1.000
s__Mogibacterium timidum	1	1.000
s__Sphingomonas jaspsi	1	1.000
s__Kandleria vitulina	5	1.000
s__Bdellovibrionales bacterium GWB1_55_8	1	1.000
s__[Eubacterium] saphenum	1	1.000
s__Lacinutrix jangbogonensis	1	1.000
s__Flavobacteria bacterium MS024-3C	1	1.000
s__Carnobacterium inhibens	1	1.000
s__Lactiplantibacillus plantarum	3	0.750
s__Actinomyces timonensis	1	1.000
s__Candidatus Woesebacteria bacterium GW2011_GWB1_39_12	1	1.000
s__Psychromonas ingrahamii	1	1.000
s__Acidithiobacillus sp. GGI-221	1	1.000
s__Donghicola eburneus	1	1.000
s__Candidatus Levybacteria bacterium RIFCSPHIGHO2_12_FULL_37_12	1	1.000
s__Luteibacter rhizovicinus	1	1.000
s__Candidatus Vogelbacteria bacterium RIFOXYB1_FULL_42_16	1	1.000
s__Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_02_FULL_33_17	1	1.000
s__Candidatus Collierbacteria bacterium RIFOXYA2_FULL_46_20	1	1.000
s__Cylindrospermum stagnale	1	1.000
s__Arcobacter anaerophilus	1	1.000
s__Limosilactobacillus gastricus	1	1.000
s__Diplorickettsia massiliensis	1	1.000
s__Acidimicrobium sp. BACL17 MAG-120924-bin0	1	1.000
s__candidate division Zixibacteria bacterium SM23_81	1	1.000
s__Renibacterium salmoninarum	1	1.000
s__Sphingomonas sp. Leaf339	1	1.000
s__Pectobacterium carotovorum	1	1.000
s__Kangiella geojedonensis	1	1.000
s__Kitasatospora azatica	1	1.000
s__Candidatus Daviesbacteria bacterium RIFCSPHIGHO2_02_FULL_36_13	1	1.000
s__Acholeplasma modicum	1	1.000
s__Mycetohabitans rhizoxinica	1	1.000
s__Rivularia sp. PCC 7116	1	1.000
s__Candidatus Marinimicrobia bacterium CG1_02_48_14	1	1.000
s__Candidatus Protochlamydia amoebophila	1	1.000
s__candidate division CPR2 bacterium GW2011_GWC2_39_35	1	1.000
s__Agrococcus lahaulensis	1	1.000
s__Bacteroides dorei CAG:222	1	1.000
s__Nocardia higoensis	1	1.000
s__Methanobrevibacter sp. AbM4	1	1.000
s__Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_42_17	1	1.000
s__Rubellimicrobium mesophilum	1	1.000
s__Wenyingzhuangia marina	1	1.000
s__Duganella zoogloeoides	1	1.000
s__Joostella marina	1	1.000
s__Candidatus Puniceispirillum marinum	1	1.000
s__Gammaproteobacteria bacterium REDSEA-S26_B10	1	1.000
s__Capnocytophaga sp. oral taxon 338	1	1.000
s__Gemella haemolysans	1	1.000
s__Butyrivibrio sp. INlla14	1	1.000
s__Butyrivibrio sp. INlla16	1	1.000
s__Clostridium pasteurianum	2	1.000
s__Asticcacaulis excentricus	1	1.000
s__Emergencia timonensis	1	1.000
s__Reyranella massiliensis	1	1.000
s__Lentibacillus jeotgali	1	1.000
s__Propionibacterium sp. oral taxon 192	1	1.000
s__Acinetobacter beijerinckii	1	1.000
s__Legionella jordanis	2	1.000
s__Anaerococcus pacaensis	1	1.000
s__Pseudomonas fulva	1	1.000
s__Seinonella peptonophila	1	1.000
s__Sporobacter termitidis	1	1.000
s__Candidatus Uhrbacteria bacterium RIFOXYC2_FULL_47_19	1	1.000
s__Methylibium sp. CF059	1	1.000
s__Lamprocystis purpurea	1	1.000
s__Sulfurospirillum cavolei	1	1.000
s__Candidatus Moranbacteria bacterium GW2011_GWD2_36_12	1	1.000
s__Dokdonella immobilis	1	1.000
s__Dolichospermum circinale	1	1.000
s__Thaumarchaeota archaeon 13_1_20CM_2_39_20	1	1.000
s__Omnitrophica WOR_2 bacterium RBG_13_44_8	1	1.000
s__Halapricum salinum	1	1.000
s__Turicibacter sanguinis	3	0.750
s__Promicromonospora sukumoe	1	1.000
s__Petrotoga mobilis	2	1.000
s__Cellulomonas cellasea	1	1.000
s__Vampirovibrio chlorellavorus	1	1.000
s__Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_01_FULL_44_18	1	1.000
s__Thioalkalivibrio sp. HK1	1	1.000
s__Candidatus Liptonbacteria bacterium GWC1_60_9	1	1.000
s__Gammaproteobacteria bacterium LS_SOB	1	1.000
s__Oceanicaulis sp. HL-87	1	1.000
s__Olivibacter domesticus	1	1.000
s__Firmicutes bacterium CAG:176	1	1.000
s__Sulfurimonas sp. RIFCSPHIGHO2_12_FULL_36_9	1	1.000
s__Gluconobacter morbifer	1	1.000
s__Haloferax mucosum	1	1.000
s__Chloroflexus sp. MS-G	1	1.000
s__Candidatus Falkowbacteria bacterium RIFOXYC2_FULL_48_21	1	1.000
s__alpha proteobacterium HIMB5	1	1.000
s__Clostridium sp. M62/1	1	1.000
s__Pantoea ananatis	1	1.000
s__Roseibium sp. TrichSKD4	1	1.000
s__Flavobacterium frigidarium	1	1.000
s__Candidatus Cloacimonas sp. SDB	1	1.000
s__Desulfofustis glycolicus	1	1.000
s__Bdellovibrionales bacterium RIFOXYD1_FULL_53_11	1	1.000
s__Candidatus Jacksonbacteria bacterium RIFCSPHIGHO2_02_FULL_44_25	1	1.000
s__Synergistales bacterium 54_9	1	1.000
s__Citrobacter amalonaticus	1	1.000
s__Clostridium aceticum	1	1.000
s__Phaeobacter gallaeciensis	1	1.000
s__Oceanobacillus jeddahense	1	1.000
s__Thermovibrio ammonificans	1	1.000
s__Leptolyngbya sp. NIES-2104	1	1.000
s__Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_55_25	1	1.000
s__Candidatus Tachikawaea gelatinosa	1	1.000
s__candidate division WWE3 bacterium GW2011_GWA2_43_24	1	1.000
s__Limnospira indica	2	1.000
s__Clostridium hydrogeniformans	1	1.000
s__Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_55_20	1	1.000
s__Candidatus Sulfuricurvum sp. RIFRC-1	1	1.000
s__Tepidanaerobacter acetatoxydans	1	1.000
s__Bacillus sp. FJAT-27238	1	1.000
s__Eremococcus coleocola	1	1.000
s__Coprothermobacter sp. EBM-25	1	1.000
s__Clostridium sp. CAG:167	1	1.000
s__Candidatus Kinetoplastibacterium crithidii	1	1.000
s__Candidatus Magasanikbacteria bacterium RIFOXYC2_FULL_42_28	1	1.000
s__Bifidobacterium dentium	1	1.000
s__Hydrogenovibrio sp. Milos-T1	1	1.000
s__Candidatus Sungbacteria bacterium RIFCSPHIGHO2_01_FULL_50_25	1	1.000
s__Deltaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_43_9	1	1.000
s__Candidatus Amoebophilus asiaticus	1	1.000
s__Vulcanisaeta sp. CIS_19	1	1.000
s__Bacteroidales bacterium K10	1	1.000
s__Enteractinococcus helveticum	1	1.000
s__Pseudooceanicola nanhaiensis	1	1.000
s__Candidatus Curtissbacteria bacterium RIFCSPLOWO2_01_FULL_41_18	1	1.000
s__Blattabacterium sp. (Blattella germanica)	1	1.000
s__Cyclobacterium amurskyense	1	1.000
s__Viridibacillus arvi	1	1.000
s__Frankia sp. Cc1.17	1	1.000
s__Clostridiales bacterium 38_11	1	1.000
s__Aureispira sp. CCB-QB1	1	1.000
s__Nitrospirae bacterium GWA2_46_11	1	1.000
s__Ottowia sp. oral taxon 894	1	1.000
s__Thermodesulfobacterium commune	2	1.000
s__Devriesea agamarum	1	1.000
s__Acinetobacter sp. AR2-3	1	1.000
s__Porphyromonas cangingivalis	1	1.000
s__Candidatus Levybacteria bacterium RIFCSPLOWO2_02_FULL_37_18	1	1.000
s__Actinobacteria bacterium BACL4 MAG-120920-bin74	1	1.000
s__Legionella fairfieldensis	1	1.000
s__Azorhizobium doebereinerae	1	1.000
s__Olivibacter sitiensis	1	1.000
s__Myroides injenensis	1	1.000
s__Phormidesmis priestleyi	3	0.667
s__Nocardia vinacea	1	1.000
s__Oceanospirillum linum	1	1.000
s__Terrimicrobium sacchariphilum	1	1.000
s__Candidatus Kinetoplastibacterium desouzaii	1	1.000
s__Ktedonobacter sp. 13_2_20CM_53_11	1	1.000
s__Candidatus Jidaibacter acanthamoeba	1	1.000
s__Simplicispira psychrophila	1	1.000
s__candidate division WWE3 bacterium GW2011_GWC1_44_308	1	1.000
s__Hyphomonas sp. L-53-1-40	1	1.000
s__Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_FULL_45_18	1	1.000
s__Dongia sp. URHE0060	1	1.000
s__Bartonella apis	6	1.000
s__Robiginitalea biformata	1	1.000
s__Thermaerobacter subterraneus	1	1.000
s__Candidatus Peribacteria bacterium RIFCSPLOWO2_01_FULL_54_110	1	1.000
s__Treponema socranskii	3	1.000
s__Thaumarchaeota archaeon 13_1_40CM_3_50_5	1	1.000
s__Nitrosopelagicus sp. REDSEA-S31_B2	1	1.000
s__Pedobacter sp. Hv1	1	1.000
s__Corynebacterium lipophiloflavum	1	1.000
s__Magnetospirillum molischianum	1	1.000
s__Jannaschia sp. CCS1	1	1.000
s__Thalassobaculum salexigens	1	1.000
s__Candidatus Sungbacteria bacterium RIFCSPHIGHO2_01_FULL_54_26	1	1.000
s__Thermoanaerobacterium thermosaccharolyticum	1	1.000
s__Candidatus Portiera aleyrodidarum	3	1.000
s__Thermosulfidibacter takaii	1	1.000
s__Staphylococcus haemolyticus	1	1.000
s__Psychromicrobium lacuslunae	1	1.000
s__Nocardiopsis lucentensis	1	1.000
s__Calditerrivibrio nitroreducens	1	1.000
s__Synechococcus sp. PCC 73109	1	1.000
s__Spirochaeta thermophila	2	1.000
s__Candidatus Woesebacteria bacterium GWC2_33_12	1	1.000
s__Flavihumibacter solisilvae	1	1.000
s__Ilumatobacter coccineus	1	1.000
s__Candidatus Levybacteria bacterium GW2011_GWA1_37_16	1	1.000
s__Candidatus Nitromaritima sp. SCGC AAA799-A02	1	1.000
s__Hymenobacter sp. APR13	1	1.000
s__Prevotella saccharolytica	1	1.000
s__Bacteroidetes bacterium GWB2_32_14	1	1.000
s__Chromatiales bacterium (ex Bugula neritina AB1)	1	1.000
s__Pseudoxanthomonas dokdonensis	1	1.000
s__Candidatus Magasanikbacteria bacterium GW2011_GWD2_43_18	1	1.000
s__Methylotenera mobilis	1	1.000
s__Bdellovibrionales bacterium RIFOXYD1_FULL_39_84	1	1.000
s__Nitrosomonadales bacterium Ga0074132	1	1.000
s__Nitrospirae bacterium 13_1_40CM_62_7	1	1.000
s__Candidatus Uhrbacteria bacterium RIFOXYB2_FULL_41_10	1	1.000
s__Candidatus Curtissbacteria bacterium RBG_13_40_7	1	1.000
s__Alkalihalobacillus shacheensis	1	1.000
s__Aidingimonas halophila	1	1.000
s__Lacticaseibacillus rhamnosus	2	1.000
s__Methanosarcina vacuolata	1	1.000
s__Oceanospirillum beijerinckii	1	1.000
s__Halonotius sp. J07HN6	1	1.000
s__Butyrivibrio sp. YAB3001	1	1.000
s__Enterobacter cloacae	1	1.000
s__Candidatus Melainabacteria bacterium RIFCSPLOWO2_12_FULL_35_11	1	1.000
s__Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_39_13	1	1.000
s__Xanthobacter autotrophicus	1	1.000
s__Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_FULL_46_24	1	1.000
s__Elusimicrobia bacterium RIFOXYC2_FULL_34_12	1	1.000
s__Coprococcus sp. CAG:131_42_139	1	1.000
s__Candidatus Peribacteria bacterium RIFOXYC2_FULL_55_14	1	1.000
s__[Leptolyngbya] sp. JSC-1	1	1.000
s__Dialister invisus	1	1.000
s__Sphingobium yanoikuyae	1	1.000
s__Caldisphaera lagunensis	1	1.000
s__Nocardia niigatensis	1	1.000
s__Anaerolineae bacterium CG1_02_58_13	1	1.000
s__Planctomycetes bacterium RIFOXYC2_FULL_41_27	1	1.000
s__Nocardiopsis baichengensis	1	1.000
s__Sphingomonas sp. PAMC 26617	1	1.000
s__Parabacteroides goldsteinii	1	1.000
s__Facklamia languida	1	1.000
s__Thermofilum adornatum	2	1.000
s__Gemmatimonas phototrophica	1	1.000
s__Trichococcus pasteurii	1	1.000
s__Streptomyces yerevanensis	1	1.000
s__Nocardioides insulae	1	1.000
s__Lysinibacillus macroides	1	1.000
s__Streptomyces phaeochromogenes	1	1.000
s__Sulfuricurvum sp. MLSB	1	1.000
s__BRC1 bacterium SCGC AAA257-C11	1	1.000
s__Legionella londiniensis	1	1.000
s__Burkholderia pseudomallei	1	1.000
s__Chlorogloeopsis fritschii	2	1.000
s__Limosilactobacillus vaginalis	1	1.000
s__Candidatus Moranbacteria bacterium GW2011_GWC1_45_18	1	1.000
s__Synechococcus sp. CC9616	1	1.000
s__Methanosarcinales archeaon 56_1174	1	1.000
s__Clostridium argentinense	1	1.000
s__Candidatus Methanoperedens sp. BLZ1	1	1.000
s__Candidatus Protochlamydia massiliensis	1	1.000
s__Fontimonas thermophila	1	1.000
s__Vulcanibacillus modesticaldus	1	1.000
s__Marinomonas polaris	1	1.000
s__Chloroflexi bacterium RBG_16_57_11	1	1.000
s__Basilea psittacipulmonis	1	1.000
s__Candidatus Liptonbacteria bacterium RIFCSPLOWO2_01_FULL_45_15	1	1.000
s__Roseinatronobacter thiooxidans	1	1.000
s__Thiomicrorhabdus sp. Milos-T2	1	1.000
s__Staphylococcus warneri	1	1.000
s__Fangia hongkongensis	1	1.000
s__Campylobacter upsaliensis	1	1.000
s__Agromyces sp. Soil535	1	1.000
s__Cryptobacterium curtum	1	1.000
s__Phytobacter ursingii	1	1.000
s__Borrelia turicatae	1	1.000
s__Plesiomonas shigelloides	1	1.000
s__Brevibacterium mcbrellneri	1	1.000
s__Porphyromonas sp. COT-239 OH1446	1	1.000
s__Thermotoga sp. Mc24	1	1.000
s__Granulicella sp. SCN 62-9	1	1.000
s__Succinimonas amylolytica	1	1.000
s__Pedobacter hartonius	1	1.000
s__Microbacterium sp. UNCCL10	1	1.000
s__Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_12_FULL_42_22	1	1.000
s__Treponema saccharophilum	1	1.000
s__Candidatus Giovannonibacteria bacterium GW2011_GWA1_43_15	1	1.000
s__Borrelia parkeri	1	1.000
s__Caldanaerovirga acetigignens	1	1.000
s__Kluyvera ascorbata	1	1.000
s__Candidatus Omnitrophica bacterium CG1_02_41_171	1	1.000
s__Pseudoalteromonas sp. XI10	1	1.000
s__Carnobacterium maltaromaticum	1	1.000
s__Brevibacillus sp. Leaf182	1	1.000
s__Cellulomonas sp. HZM	1	1.000
s__Borrelia hispanica	1	1.000
s__Oscillibacter sp. 57_20	1	1.000
s__Candidatus Gastranaerophilales bacterium Zag_111	1	1.000
s__Thaumarchaeota archaeon casp-thauma3	1	1.000
s__Thaumarchaeota archaeon casp-thauma1	1	1.000
s__Thaumarchaeota archaeon casp-thauma4	1	1.000
s__Desulfonatronum lacustre	1	1.000
s__Calescamantes bacterium JGI 0000106-G12	1	1.000
s__Gammaproteobacteria bacterium REDSEA-S33_B15	1	1.000
s__Acidobacteria bacterium RBG_16_64_8	1	1.000
s__Cryptosporangium arvum	1	1.000
s__Xanthomonas sacchari	1	1.000
s__Pseudaminobacter salicylatoxidans	1	1.000
s__candidate division WOR_3 bacterium SM23_42	1	1.000
s__Chryseobacterium polytrichastri	1	1.000
s__Marisediminitalea aggregata	1	1.000
s__Rickettsia helvetica	1	1.000
s__Candidatus Moranbacteria bacterium GW2011_GWC2_40_12	1	1.000
s__Prevotella oris	1	1.000
s__Lysobacter arseniciresistens	1	1.000
s__Haematobacter massiliensis	1	1.000
s__Listeria rocourtiae	1	1.000
s__Imhoffiella purpurea	1	1.000
s__Bacteroides thetaiotaomicron	2	1.000
s__Leifsonia sp. Root1293	1	1.000
s__Alicycliphilus denitrificans	1	1.000
s__Paraglaciecola agarilytica	1	1.000
s__Peptoniphilus duerdenii	1	1.000
s__Chloroflexi bacterium RBG_16_58_14	1	1.000
s__Alistipes inops	1	1.000
s__Nitrospira moscoviensis	1	1.000
s__delta proteobacterium PSCGC 5451	1	1.000
s__Fibrobacteria bacterium AD80	1	1.000
s__Haloferax elongans	1	1.000
s__Acidaminococcus fermentans	3	1.000
s__Pseudobutyrivibrio xylanivorans	1	1.000
s__Maridesulfovibrio hydrothermalis	1	1.000
s__Thermococcus eurythermalis	1	1.000
s__Marinobacter daepoensis	1	1.000
s__Actinomadura atramentaria	1	1.000
s__candidate division CPR3 bacterium GWE2_35_7	1	1.000
s__Reichenbachiella agariperforans	1	1.000
s__Kaistia granuli	1	1.000
s__Oscillibacter ruminantium	1	1.000
s__Idiomarina loihiensis	2	1.000
s__Meiothermus cerbereus	1	1.000
s__Halofilum ochraceum	1	1.000
s__[Eubacterium] brachy	1	1.000
s__Jeotgalibacillus soli	1	1.000
s__Akkermansia muciniphila	2	1.000
s__Synergistales bacterium 58_81	1	1.000
s__Clostridium thermobutyricum	1	1.000
s__Prevotella sp. CAG:1320	1	1.000
s__Methylosarcina fibrata	1	1.000
s__Thermoanaerobacterales bacterium 50_218	1	1.000
s__Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_24	1	1.000
s__Candidatus Uhrbacteria bacterium RIFCSPLOWO2_12_FULL_46_10	1	1.000
s__Neisseria bacilliformis	1	1.000
s__Pseudomonas ogarae	1	1.000
s__Paraprevotella clara CAG:116	1	1.000
s__Ruminococcus champanellensis	1	1.000
s__Schaalia cardiffensis	1	1.000
s__Thermococcus cleftensis	1	1.000
s__Desulfovibrio magneticus	2	1.000
s__Belliella baltica	1	1.000
s__Faecalibacterium prausnitzii	1	1.000
s__Legionella cherrii	1	1.000
s__Nitrosomonas sp. Nm58	1	1.000
s__Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_01_FULL_39_220	1	1.000
s__Nitrosomonas sp. Nm51	1	1.000
s__Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_45_17b	1	1.000
s__Staphylococcus equorum	1	1.000
s__Acidianus hospitalis	1	1.000
s__Thioalkalivibrio sp. AKL17	1	1.000
s__Helicobacter pametensis	1	1.000
s__Clostridiales bacterium Firm_06	1	1.000
s__Bizionia argentinensis	1	1.000
s__Clostridiales bacterium Firm_01	1	1.000
s__Clostridiales bacterium Firm_02	1	1.000
s__Clostridiales bacterium Firm_03	1	1.000
s__Clostridiales bacterium Firm_09	1	1.000
s__Clostridium cadaveris	1	1.000
s__Corynebacterium otitidis	1	1.000
s__Pseudomonas caeni	1	1.000
s__Chroogloeocystis siderophila	1	1.000
s__Thermodesulfobacterium hveragerdense	1	1.000
s__Frateuria defendens	1	1.000
s__Brachyspira sp. CAG:484	1	1.000
s__Alcanivorax borkumensis	1	1.000
s__Streptococcus cristatus	1	1.000
s__Lachnospiraceae bacterium A4	1	1.000
s__Campylobacter mucosalis	1	1.000
s__Dielma fastidiosa	1	1.000
s__Peptoniphilus grossensis	1	1.000
s__Euryarchaeota archaeum SCGC AAA287-E17	1	1.000
s__Ruminococcus sp. CAG:177	1	1.000
s__Pseudothermotoga lettingae	2	1.000
s__Lachnospiraceae bacterium 2_1_46FAA	1	1.000
s__Knoellia aerolata	1	1.000
s__Natronococcus amylolyticus	1	1.000
s__Brackiella oedipodis	1	1.000
s__Enterocloster asparagiformis	1	1.000
s__Pseudorhizobium banfieldiae	1	1.000
s__Streptosporangium amethystogenes	1	1.000
s__Clostridium sp. CAG:349	1	1.000
s__Kroppenstedtia eburnea	1	1.000
s__Acetivibrio clariflavus	1	1.000
s__Staphylococcus simiae	1	1.000
s__Micromonospora lupini	1	1.000
s__Microbacterium sp. No. 7	1	1.000
s__Mycolicibacterium smegmatis	1	1.000
s__Bradyrhizobium sp. LTSP857	1	1.000
s__Paraglaciecola polaris	1	1.000
s__Paenibacillus assamensis	1	1.000
s__Streptomyces pathocidini	1	1.000
s__Methylobacterium aquaticum	2	1.000
s__Pontibacter roseus	1	1.000
s__Gammaproteobacteria bacterium 39-13	1	1.000
s__Prevotella nanceiensis	1	1.000
s__Halomonas halodenitrificans	1	1.000
s__Candidatus Daviesbacteria bacterium RIFCSPHIGHO2_02_FULL_39_12	1	1.000
s__Shewanella colwelliana	1	1.000
s__Marivirga sp. ANT-B6	1	1.000
s__Bartonella australis	1	1.000
s__Tetrasphaera sp. Soil756	1	1.000
s__Roseibium album	2	1.000
s__Vibrio alginolyticus	3	0.667
s__Levilactobacillus hammesii	1	1.000
s__Pseudoalteromonas telluritireducens	1	1.000
s__Veillonella sp. ACP1	1	1.000
s__Nonlabens sp. YIK11	1	1.000
s__Crenarchaeota archaeon SCGC AAA471-B23	1	1.000
